scorer,,,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert,Sievert
bodyparts,,,nose,nose,left_ear,left_ear,right_ear,right_ear,left_ear_tip,left_ear_tip,right_ear_tip,right_ear_tip,left_eye,left_eye,right_eye,right_eye,neck,neck,mid_back,mid_back,mouse_center,mouse_center,mid_backend,mid_backend,mid_backend2,mid_backend2,mid_backend3,mid_backend3,tail_base,tail_base,tail1,tail1,tail2,tail2,tail3,tail3,tail4,tail4,tail5,tail5,left_shoulder,left_shoulder,left_midside,left_midside,left_hip,left_hip,right_shoulder,right_shoulder,right_midside,right_midside,right_hip,right_hip,tail_end,tail_end,head_midpoint,head_midpoint,chin,chin,throat,throat,tl_corner,tl_corner,tr_corner,tr_corner,bl_corner,bl_corner,br_corner,br_corner,petri_12,petri_12,petri_03,petri_03,petri_06,petri_06,petri_09,petri_09,petri_12_3,petri_12_3,petri_3_6,petri_3_6,petri_6_9,petri_6_9,petri_9_12,petri_9_12
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img042993.png,821.3605687783197,668.1282182955247,848.3590882801285,743.6240783839158,894.0253887880237,699.7520061500469,845.0064136719162,762.5884104935136,912.448627757836,703.3708566619742,826.9121611122793,713.5694353774061,863.1006662315532,676.0649846174312,879.8789731504894,733.6376063980944,931.5298395479988,778.0507717717488,908.1718044255582,757.6536143408853,949.953078517811,784.6304999752532,970.3502359486745,780.6826630531506,,,,,999.630026454269,766.8652338257914,1022.0011023461839,772.1290163885949,1044.7011646482738,777.0638125412232,1065.7562948994878,781.0116494633259,1088.1273707914027,780.6826630531506,,,877.2470818690877,783.9725271549028,898.9601849406522,798.7769156127877,902.9080218627547,689.8824138447903,928.5689618564218,710.608557685829,953.5719290297384,721.136122811436,1107.8665554019158,777.7217853615737,854.5470195669976,706.9897071739017,,,,,234.6870327991544,204.19735245567864,1207.9101546019756,207.279123083052,242.69963172791634,747.8217005291531,1180.7906107003605,778.023052677412,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img088485.png,,,886.6389772323234,307.100661525365,843.5417574993699,249.1990533345266,897.4955287681057,304.46877024396326,844.8577031400707,225.18304539173567,858.3461459572547,316.6412674204464,827.7504098109594,281.1107351215228,880.3882354389943,261.7005369211849,949.146395165615,206.75980642192343,914.6028220972171,232.42074641559046,962.6347978233252,199.85109180824384,,,,,,,980.4000639727869,278.80783025029626,990.2696562780435,293.2832322980059,998.8233029425992,309.40356639659154,1008.3639088376806,330.45869664780554,1017.5755283225867,356.77760946182303,,,934.9999393686069,291.6383002471298,959.3449337215729,282.42668076222367,,,891.573733225478,219.59027641875696,890.9157604051276,201.82501026929515,1021.8523516548645,390.66320970987056,854.3982688756782,287.03249050467673,,,,,235.11430647485068,206.595649592823,1200.0940189102298,208.11530555439313,241.952739461613,753.6707493966122,1195.535059721044,775.7057188110101,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img109165.png,573.0852705638665,699.6537760768916,509.2619069898741,696.0349255649642,537.8837246751182,753.6075473456275,504.65609724742103,699.9827624870668,544.7924392887977,760.1872755491319,540.5156159565199,689.1262109512847,563.8736510789604,730.9074850435372,512.7588777238866,732.1922195663441,441.3791712113125,767.0709397940792,481.5302561246354,749.6315796802116,424.3453776117209,771.5321714511151,408.1227170406813,770.3154719082871,,,,,389.8722238982618,730.5699535092401,375.27182938432617,722.4586232237203,357.0213362419066,714.7528594524765,331.0650793282433,717.5918250524085,311.1923201287198,732.59778608062,485.9914877816713,696.907932824333,468.1465611535277,701.7747309956449,436.9179395542766,700.558031452817,,,483.96365521029134,792.2160636791905,,,304.703255900304,759.7707425371113,547.6375979516217,709.4804947668887,,,,,231.47650840630777,209.93243396247266,1199.4955349387083,203.8538202609708,241.3542554900916,756.2477318720505,1188.0981369657438,779.0425278179794,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img150339.png,,,532.0795030671525,717.6553433431576,581.9641843230992,690.4823868866663,514.6401429532849,729.8223387714373,598.5924114084148,689.2656873438384,,,571.8250214661995,667.7706620872109,561.6858586092997,720.0887424288136,618.4651706079383,775.6513548846242,579.9363517517193,740.7726346568891,642.7991614644976,787.0072172843518,659.0218220355373,790.6573159128358,,,,,,,,,531.6739365528765,761.4565268849644,513.017876896181,753.3451965994448,496.3896498108654,741.178201171165,546.6798975810882,747.2616988853049,560.8747255807477,769.5678571704843,580.7474847802712,795.9296805984236,610.7594068366946,688.0489878010104,635.9045307218058,704.27164837205,663.4830536925731,724.5499740858495,482.60038832548173,729.8223387714373,544.2464984954322,682.7766231154225,,,,,227.58108971986144,204.26320940656672,1207.3648573155517,201.45312209851096,242.56821488307062,753.1669445396371,1198.9345953913844,773.7742514653793,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img153355.png,971.4159646639283,779.1742684087164,928.0203476363974,730.1007201813217,915.8533522081178,780.7965344658203,921.5312834079816,712.2557935531781,905.308622836942,786.0688991514082,956.4100036357167,742.6732821238774,946.676407293093,788.5022982370642,915.8533522081177,748.3512133237411,825.817586038848,727.6673210956658,872.8633016948629,737.4009174382895,799.0501960966328,722.3949564100778,775.1217717543493,718.744857781594,758.8991111833097,715.500325667386,736.9985194124064,717.12259172449,715.9090606700549,719.961557324422,691.5750698134954,725.6394885242858,664.402113357004,730.9118532098736,640.4736890147208,732.5341192669777,610.8673334725734,732.9396857812536,891.1137948372822,710.6335274960742,855.8295080952711,699.2776650963465,819.734088324708,688.3273692108947,881.7857650089344,783.2299335514763,842.8513796384394,786.4744656656842,786.0720676398009,783.2299335514763,580.8554114161502,734.5619518383576,945.8652742645407,763.7627408662288,,,,,229.12583567614317,204.16906780896875,1204.5579811481136,203.74923893854063,247.28189881650908,764.9508987855368,1196.4748296688358,774.1887861904257,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img155214.png,791.0356532299862,670.6599274403782,831.1867381433092,728.2503724675687,860.3875271711804,677.55455818307,840.109201457381,745.6897325814363,874.9879216851161,679.58239075445,805.2304812296459,707.5664802394932,826.3199399719973,665.3875627547902,861.1986601997324,716.083377039289,948.8010272833462,752.584363324128,902.9720111701594,732.7116041246046,965.4292543686618,758.6678610382679,977.1906832826655,764.7513587524078,,,,,,,,,,,864.0376257996643,780.1628862948953,846.5982656857968,775.7016546378595,850.2483643142807,750.1509642384722,872.1489560851842,766.7791913237877,894.4551143703636,785.0296844662072,881.0714193992559,672.6877600117581,915.139006598439,682.8269228686579,954.0733919689341,693.7772187541095,828.3477725433772,767.9958908666156,828.7533390576532,691.3438196684536,,,,,232.17757785663406,204.0728466017257,1201.6576991358747,202.1994550630215,241.54453555015328,752.0398716726008,1199.7843075971707,781.0774405225101,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img206829.png,,,685.9812025713027,684.6091975895973,730.1879526273855,645.6748122191024,679.8977048571628,702.4541242177409,749.249578798357,635.1300828479265,675.842039714403,663.5197388472457,711.53189297069,626.6131860481307,718.8320902276578,676.9034338183534,794.6730283972679,725.5714155314721,757.3609090838768,699.2095921035327,806.4344573112716,732.87161278844,821.0348518252072,731.654913245612,,,,,838.0686454247988,725.5714155314722,862.4026362813581,724.7602825029203,884.7087945665376,728.8159476456801,901.3370216518531,740.9829430739599,911.4761845087529,762.0724018163113,698.1481979995824,710.1598879889846,714.7764250848979,726.7881150743002,734.6491842844214,751.5276724451355,761.8221407409128,644.4581126762744,780.8837669118842,655.00284204745,805.6233242827195,664.7364383900738,907.8260858802689,794.1121564441145,692.8758333139945,644.8636791905503,,,,,237.91860155675252,202.21643559215886,1202.1385106486664,204.4959209837682,240.19808694836183,759.1692890013752,1191.5009392072325,778.1649522896494,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img213224.png,,,683.5428088078436,673.1332538966188,750.039162395632,642.6349263112422,682.0428910577432,684.6326233140559,763.0384495631695,638.1351730609408,683.5428088078436,638.6351456443076,729.540286477592,615.6364068094335,727.5403961441247,674.1331990633525,774.0378463972397,732.1300187339048,743.5395188118631,699.6318008150608,787.0371335647773,742.1294704012413,800.0364207323148,746.6292236515428,,,,,819.0353789002543,731.130073567171,845.5339258186964,727.1302929002363,869.5326098203041,728.1302380669702,887.0316502381431,735.6298268174726,903.0307729058817,748.1291414016432,691.042397558346,694.1321023980256,698.0420137254816,711.1311702324979,703.04173955915,739.6296074844072,766.5382576467373,648.1346247282773,780.5374899810085,660.1339667290813,801.5363384824153,679.6328974803876,914.5301423233187,765.6281818194823,708.0414653928183,637.1352278942071,,,,,229.69926049052813,206.73926939675601,1201.9894690778247,204.86587785805213,243.74969703080697,755.6429902369831,1198.2426860004168,778.1236887014293,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img225822.png,,,680.9329589318727,670.0859854726044,734.0621723020274,636.8295313019732,673.6327616749049,680.6307148437801,752.7182319587229,635.6128317591453,675.2550277320089,642.9130290161131,720.2729108166437,616.9567721024498,717.0283787024358,668.4637194155005,756.7738971014828,726.054164442691,737.3067044162353,701.7201735861315,773.4021241867983,740.6545589566265,788.813651729286,752.4159878706303,,,,,806.2530118431534,732.9487951853828,829.3703031568849,728.0819970140709,856.9488261276522,725.6485979284149,875.6048857843477,728.4875635283469,897.0999110409751,739.0322928995226,682.1496584747007,693.2032767863358,689.4498557316685,711.8593364430313,699.9945851028442,742.2768250137306,758.8017296728627,651.0243593016329,775.0243902439023,661.9746551870846,790.8414843006659,678.6028822724002,916.5671037262226,755.6605199848382,700.4001516171202,631.9627331306614,,,,,232.96262388014736,205.49611363078304,1204.3161366980917,201.74933233998073,241.3928858043147,755.3365338135727,1194.9491790045727,776.8805365086669,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img229926.png,759.1764482061653,571.7380571953881,715.1653075274805,619.120701151826,780.8670828401908,636.5600612656935,703.8094451277528,626.4208984087938,790.1951126685386,645.8880910940413,728.5490024985882,589.5143456096787,778.8392502688109,600.8702080094065,745.5827960981798,647.5103571511453,730.5768350699682,727.0013939492392,737.8770323269359,688.4725750930202,727.3323029557603,742.0073549774509,724.8989038701043,750.9298182915226,,,,,,,791.4118122113666,733.084891663379,820.6126012392378,730.651492577723,838.8630943816574,729.8403595491711,862.7915187239407,731.8681921205512,702.5927455849248,634.9377952085896,691.2368831851973,648.7270566939733,681.5032868425734,679.9556782932244,787.3561470686067,656.838386979493,788.1672800971587,668.5998158934967,788.1672800971587,694.1505062928841,883.4754109520162,735.518290749035,751.6662938123196,608.1704052663742,,,,,234.49187394170482,201.51957625259516,1208.53350449013,201.55057784959934,239.05338321088942,757.947864844642,1194.4830679498511,777.6184760010324,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img287884.png,,,1141.505768412584,718.6179697229894,,,1146.778133098172,724.7014674371292,,,1155.7005964122438,713.7511715516775,,,1137.8556697841002,753.4966899507244,1042.9531054435188,766.4748184075561,1094.0544862422935,760.3913206934163,1024.2970457868232,766.4748184075561,1008.4799517300596,766.8803849218322,988.2016260162601,766.0692518932801,959.8119700169409,762.4191532647963,939.9392108174173,753.4966899507244,918.4441855607898,738.0851624082368,901.4103919611983,719.0235362372654,890.4600960757467,693.878412352154,884.3765983616069,667.1110224099388,1095.2711857851214,705.2342747518817,1053.0922683004185,711.3177724660216,1012.9411833870955,708.4788068660896,,,1065.6648302429742,791.6199422926675,,,876.670834590363,632.2323021822036,1161.7840941263837,741.3296945224448,,,,,244.86834638190382,202.2285558931933,1202.1444287135084,206.84749959563771,246.0230823075149,763.4302157401895,1179.0497102012864,784.2154624011894,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img297034.png,1067.3584622272701,585.475249455601,1083.8575574783754,639.9722610425854,1139.3545142320936,611.4738237906761,1075.3580235611394,647.4718497930878,1153.8537191497317,606.4740979570079,1068.3584073940037,617.4734947910781,1106.3563237298827,584.4753042888674,1125.3552818978224,640.972206209319,1171.8527321509373,705.9686420470068,1150.8538836495304,679.9700677119317,1186.8519096519422,713.4682307975092,,,,,,,,,1199.8511968194798,739.4668051325843,1183.8520741517414,766.4653246343933,1157.853499816666,759.4657084672576,,,1078.8578316447072,671.4705337946956,1098.3567623960134,699.468998463238,1111.356049563551,728.967380881881,,,1163.3531982337013,638.4723432924849,1178.3523757347061,639.9722610425854,,,1097.3568172292798,604.9741802069072,,,,,250.70485847319677,201.01628227585422,1198.7430533999125,220.64679301124306,249.5501225475857,761.0632061972393,1188.3504300694126,774.9200373045726,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img304261.png,1096.8042962579398,589.3418892301268,1044.3071750044226,654.8382976511814,1096.8042962579398,662.8378589850506,1024.3082716697495,665.3377219018848,1104.3038850084422,681.8368171529901,,,1107.8036930920098,625.3399152325385,1068.3057979742207,685.336594720653,1067.305852807487,752.8328934751751,1068.3057979742207,720.834648139698,1059.8062640569847,768.3320435595467,,,,,,,,,,,1129.3024531449737,743.833386974572,1149.8013290630138,754.8327838086423,1157.3009178135162,770.8319064763808,,,1035.8075800553768,686.3365398873867,1022.8082928878391,716.8348674727633,1126.8025902281397,667.3375817194471,1127.8025353948733,707.8353609721603,,,1149.301356479647,793.830645311255,1071.8056060577885,631.8395283004023,,,,,236.27384041491848,204.1201998568088,1192.8863845979317,215.50844443041612,239.12090155832038,762.1441839635665,1175.8040177375206,780.6500813956784,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img319656.png,1083.1374177574417,617.9276643150213,1047.388878479911,677.0976603605893,1121.9677276623459,686.9593263681841,1052.936065609183,688.1920346191334,1133.0621019208897,691.8901593719813,1059.7159609894043,642.581829334008,1110.8733534038017,647.5126623378053,1086.8355425102898,701.7518253795761,1068.9381300164534,766.3930788911687,1072.885966938556,742.0480845382026,1060.7134697620731,777.5786168371261,1041.6322579719103,783.50037222028,,,,,,,1005.1147664424611,767.7090245318695,978.7958536284436,784.1583450406305,949.8450495330244,793.0409781153614,921.8812046681309,795.0148965764128,1032.7496248971795,678.5537073743853,1025.1829374631495,691.3841773712189,1009.0626033645638,707.5045114698046,,,1112.3643361595823,730.862546592245,1104.468662315377,765.4061196606431,890.9564821116603,791.0670596543101,1085.0584641150392,659.4724955842227,,,,,249.78129526706834,195.75281246881244,1204.7479057474507,200.37175617125675,237.0792000853462,767.3470956463085,1179.3437153840064,792.7512860097527,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img368870.png,,,1118.671413210802,702.0093971672352,1175.8562917237166,693.8980668817154,1106.9099842967983,716.6097916811708,1186.4010210948923,697.9537320244752,,,1178.6952573236485,676.4587067678478,1143.8165370959134,727.1545210523466,1170.5838775304974,784.744966079537,1151.5222513595259,755.1386105373898,1190.0510702157449,799.3453605934726,,,,,,,1183.156439473053,670.375209053708,1158.4168821022176,647.6634842542526,1137.7329898741423,633.063089740317,1109.343333874823,630.224124140385,1081.7648109040556,631.846390197489,,,1113.8045655318588,771.3612711084294,,,1196.1345679298847,712.1485600241349,1206.6792973010604,754.7330440231137,1232.2299877004477,747.838413280422,,,1147.466586216766,678.8921058535037,241.83852236120896,200.53319540739685,1206.6351647936901,215.52032771702764,241.83852236120896,760.6772654798472,,,,,,,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img379025.png,,,1034.7715733370464,645.2582055030825,1079.7894564216813,605.5126871040356,1038.4216719655303,663.5086986455021,1100.8789151640326,609.9739187610714,1008.8153164233831,612.8128843610034,1044.0996031653942,579.1508636760963,1065.5946284220215,635.9301756747348,1119.5349748207282,708.121015215861,1090.334185792857,669.1866298453659,1128.863004649076,724.7492423011765,1135.7576353917677,738.1329372722842,,,,,,,1153.6025620199114,741.3774693864921,1175.5031537908148,725.5603753297285,1183.2089175620586,697.1707193304092,1176.3142868193668,663.1031321312261,,,1045.316302708222,694.7373202447533,1070.0558600790575,739.3496368151121,,,1121.9683739063842,642.0136733888746,1152.3858624770833,676.0812605880578,1160.0916262483272,639.9858408174947,1036.3938393941503,606.3238201325876,,,,,245.705772667193,196.67386690973436,1194.5785941671131,208.85091861107958,243.83238827491078,762.4381182980663,1195.515289936465,777.4252506076971,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img389856.png,1107.758248048703,493.29071963983193,1123.5753421054667,410.14958421325406,1064.768197535448,417.0442149559459,1130.0644063338825,389.4656919851786,1048.5455369644087,401.63268741345826,1125.1976081625705,450.70623564085304,1078.151892506556,460.4398319834768,1091.5355874776635,388.24899244235064,1099.2414007565385,298.213226273081,1096.8080016708825,331.46968044371215,1102.0803663564704,277.5293340450055,1104.9193319564024,260.90110695968997,1106.5415980135062,248.73411153141026,1106.1360314992303,233.72815050319866,1092.7523365281227,216.2887903893311,1075.312976414255,204.9329279896034,1053.4123846433517,198.84943027546353,1027.0505612154122,194.79376513270364,997.0386391589891,191.95479953277172,1134.1201209842736,379.7320956425549,1142.6370177840693,342.41997632916383,1147.9093824696572,298.213226273081,1047.3288869292119,381.7599282139348,1051.3845520719717,338.7698777006799,1051.3845520719717,294.5631276445971,965.4044510454619,191.54923301849573,1094.3746025852265,427.1833778128456,,,,,238.9812352391206,198.46327907144843,1190.2840759039586,219.73842050506144,238.22140870758963,754.6563117461501,1181.925984057118,784.2895464758578,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img414265.png,1176.058064951831,466.1280818964621,1150.7261113683392,520.4108395753732,1208.6277195591776,526.0036085483518,1146.7782744462365,530.2804318806297,1223.1031216068873,533.2413095722067,1154.6739482904418,488.8281441985522,1204.0219098167245,491.46003547995394,1184.6117116163866,539.1630649553606,1180.3348882841087,617.4618305770626,1184.2827252062114,582.9182575086646,1176.7160377721814,631.9372326247722,1163.5565813651726,642.4647977503791,,,,,,,1148.0942200869376,662.5329687710675,1145.7913152157112,688.5228951749098,1140.1985462427324,710.8939710668246,1131.6448995781766,732.2780877282139,1132.3028723985267,531.2673911111553,1124.7361849644967,544.4268475181641,1110.5897693269624,570.0877875118312,1219.4842710949597,542.1239426469375,1217.8393390440835,566.4689369999037,1219.4842710949597,599.0385916072503,1112.5636877880138,771.4274705390649,1179.3479290535834,495.7368588122318,,,,,239.31052396558056,199.90258087432227,1195.6769044738944,222.38327933876846,237.43713242687676,767.5402171015879,1189.1200340884309,782.5273494112187,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img441182.png,224.74799532771735,604.8875294918506,,,251.51538526993264,647.4720134908296,,,238.131690298825,663.6946740618691,,,233.6704586417891,621.1101900628903,230.0203600133052,680.3229011471847,275.849376126492,742.3745778314111,249.4875526985527,711.14595623216,298.5611009259474,751.2970411454829,316.40602755409094,751.2970411454829,335.8732202393385,748.052509031275,356.8935015686966,732.5033526395523,367.56815625503043,755.7207265823284,383.04640555021456,770.9321095103542,400.39271941550703,781.0730314623713,426.545623397025,786.6772251726966,454.299725581493,791.2139534143886,,,,,,,275.7661340966745,628.9592021821139,303.25336991398416,651.6428433905734,355.82604424417843,683.3999410824167,484.18876684734306,794.9500825546055,215.18746875172985,640.7013223370811,,,,,230.3821233227279,202.0446931626829,1202.9889145121183,221.7680204754635,239.01106226973815,760.4615120330967,1186.9636696305067,778.9521357973367,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230912_112719915,img471462.png,413.9828859053997,690.8275696115065,362.2108106766806,737.5291838642172,,,351.80303864573546,758.0778941354099,358.4746978246941,792.770521865995,391.83299371948743,720.4497363660831,,,343.5301812638267,769.5531479232188,268.8075984594897,738.8635157000091,295.4942351753244,755.676096830985,258.9335428746309,711.3762798826995,262.40280564768943,686.0239750026565,268.5407320923314,670.8125920746307,,,262.6696720148477,655.601209146605,248.79262092261374,659.8710710211385,246.39082361818862,682.554712229598,,,,,321.9140055240007,686.2908413698149,305.9020234944999,662.2728683255636,304.8345580258665,648.9295499676464,,,,,,,,,398.2377865312877,748.2038385505512,404.90944571024636,688.4257723070816,375.0204125885116,696.431763321832,238.43974857548923,197.27300860217002,1192.9327375450991,212.260140911801,215.02235434169117,760.2271659826761,1182.629084082228,785.517951755178,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230913_095156139,img019494.png,,,1095.7063282956467,284.10488551473674,1098.3749919672302,323.06737511985534,1077.5594153288791,285.43921735052845,1089.3015354838465,337.7450253135644,1115.4544394653644,271.56216625829444,1129.5983569247567,307.5891258246712,1078.360014430354,306.25479398887944,995.0977078769502,299.5831348099208,1047.403515839986,305.18732852024607,970.5460020983822,296.3807384040207,951.5984900301396,293.97894109959554,931.850378860422,290.2428119593787,913.1697331593377,288.6416137564286,888.3958258878498,286.99539733741767,866.0896676026704,289.4287964230736,849.8670070316308,291.4566289944536,828.3719817750034,295.1067276229375,803.632424404168,302.0013583656293,1054.1591223460725,272.55123521364646,1028.8271687625806,264.6555613694412,993.9546092840076,247.54826804032984,1072.5823613158848,345.9152046827202,1032.4460192745082,358.7456746795537,975.20238390402,358.08770185920326,771.888822575209,323.8731152009805,1115.021608228488,295.909270336087,,,,,178.16770797845487,273.86959857545025,1124.8741185745,266.0866821447273,184.4629147810765,838.9888076646442,1118.644278600459,834.3698639621997,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230913_095156139,img065119.png,552.2940482953754,765.4840290400059,575.3230970076407,829.3073926139982,605.5898467437609,780.2884174978907,580.257893160269,846.4146859431096,621.3811944321712,777.3275398063138,558.2158036785294,810.5551672340108,582.5607980314956,761.207205707728,598.6811321300812,811.5421264645365,680.9277346738859,849.3755636346866,636.5145693002314,831.9392838954001,703.2988105658007,852.6654277364388,715.4713077422839,849.7045500448619,,,,,733.5655603019209,848.71763097381,755.2786633734852,847.4016853331091,779.2946713162762,845.756753282233,805.2845977201184,847.7306717432843,831.6035105341359,851.678508665387,593.4173495672777,847.7306717432843,625.9870041746244,876.6814758387036,665.4653733956505,884.5771496829088,639.1464605816332,768.1159604808815,660.8595636531975,774.3667022742106,687.8364492875654,779.9594712471894,872.397825395863,845.0987804618826,568.7433688041364,787.5261586812194,,,,,175.53943574378712,265.8001460485811,1129.8815651436998,277.19754402154587,181.61805379305122,837.9495242914008,1126.082432486045,831.111085507622,,,,,,,,,,,,,,,,
labeled-data,Basler_acA1440-220um__40264738__20230913_095156139,img071716.png,1053.6770906675438,654.7895340484461,1053.6770906675438,718.5705957992909,1108.1178295678465,698.2887518952566,1050.2078278944853,732.9813796258416,1127.065341636089,692.9514245520896,1044.3367678170016,692.1508254506145,1089.970916601079,669.2003178749968,1090.2377829682373,727.3771859155163,1114.7894887468053,792.2257131349944,1100.9124376545712,758.8674172402011,1121.461147925764,812.2406906718704,1118.525617887022,825.050276295471,,,,,,,1055.8120216048108,823.7159444596793,1030.7265830919262,829.3201381700046,1008.0429418834667,832.7894009430631,977.0864432930985,834.1237327788548,1039.5331732081515,731.9139141572082,1043.803035082685,753.2632235298759,1048.6066296915353,779.1492611442355,1128.1328071047226,707.6290747457987,1139.6080608925315,726.5765868140413,1153.7519783519238,744.7234997808089,949.8660738429471,835.4580646146467,1072.891469102945,689.2152954118727,,,,,173.0496766746718,266.51063348449134,1125.6692741055779,278.6876784860664,185.22672167624677,836.9583570198128,1120.9791858623591,840.5605992734743,,,,,,,,,,,,,,,,
